Name,TID,InfoTID,BuildingClass,SecondaryTargetingClass,ShopBuildingClass,SWF,ExportName,ExportNameNpc,ExportNameConstruction,ExportNameLocked,BuildTimeD,BuildTimeH,BuildTimeM,BuildTimeS,BuildResource,BuildCost,TownHallLevel,TownHallLevel2,Width,Height,Icon,ExportNameBuildAnim,ExportNameUpgradeAnim,MaxStoredGold,MaxStoredElixir,MaxStoredDarkElixir,MaxStoredWarGold,MaxStoredWarElixir,MaxStoredWarDarkElixir,MaxStoredGold2,MaxStoredElixir2,PercentageStoredGold,PercentageStoredElixir,PercentageStoredDarkElixir,LootOnDestruction,Bunker,Village2Housing,HousingSpace,HousingSpaceAlt,ProducesResource,ResourcePer100Hours,ResourceMax,ResourceIconLimit,UnitProduction,UpgradesUnits,ProducesUnitsOfType,BoostCost,FreeBoost,Hitpoints,RegenTime,AttackRange,AltAttackMode,AltAttackRange,PrepareSpeed,AttackSpeed,AltAttackSpeed,CoolDownOverride,DPS,AltDPS,Damage,PreferredTarget,PreferredTargetDamageMod,RandomHitPosition,DestroyEffect,DestroyDamageEffect,AttackEffect,AttackEffect2,ChainAttackDistance,AttackEffectAlt,HitEffect,Projectile,AltProjectile,ExportNameDamaged,BuildingW,BuildingH,BaseGfx,ExportNameBase,AirTargets,GroundTargets,AltAirTargets,AltGroundTargets,AltMultiTargets,AmmoCount,AmmoResource,AmmoCost,MinAttackRange,DamageRadius,PushBack,WallCornerPieces,LoadAmmoEffect,NoAmmoEffect,ToggleAttackModeEffect,PickUpEffect,PlacingEffect,CanNotSellLast,DefenderCharacter,DefenderCount,DefenderZ,AltDefenderZ,DestructionXP,Locked,StartingHomeCount,Hidden,AOESpell,AOESpellAlternate,TriggerRadius,ExportNameTriggered,AppearEffect,ForgesSpells,ForgesMiniSpells,IsHeroBarrack,HeroType,IncreasingDamage,DPSLv2,DPSLv3,DPSMulti,Lv2SwitchTime,Lv3SwitchTime,AttackEffectLv2,AttackEffectLv3,TransitionEffectLv2,TransitionEffectLv3,AltNumMultiTargets,PreventsHealing,StrengthWeight,AlternatePickNewTargetDelay,AltBuildResource,SpeedMod,StatusEffectTime,ShockwavePushStrength,ShockwaveArcLength,ShockwaveExpandRadius,TargetingConeAngle,AimRotateStep,PenetratingProjectile,PenetratingRadius,PenetratingExtraRange,TurnSpeed,NeedsAim,TargetGroups,TargetGroupsRadius,HitSpell,HitSpellLevel,ExportNameBeamStart,ExportNameBeamEnd,Damage2,Damage2Radius,Damage2Delay,Damage2Min,Damage2FalloffStart,Damage2FalloffEnd,HitEffect2,WakeUpSpeed,WakeUpSpace,PreAttackEffect,ShareHeroCombatData,BurstCount,BurstDelay,AltBurstCount,AltBurstDelay,DummyProjectileCount,DieDamage,DieDamageRadius,DieDamageEffect,DieDamageDelay,IsRed,VillageType,WallBlockX,WallBlockY,RedMul,GreenMul,BlueMul,RedAdd,GreenAdd,BlueAdd,DefenceTroopCount,DefenceTroopCharacter,DefenceTroopCharacter2,DefenceTroopLevel,AmountCanBeUpgraded,SelfAsAoeCenter,NewTargetAttackDelay,GearUpBuilding,GearUpLevelRequirement,GearUpResource,GearUpCost,GearUpTime,GearUpTID
,,,,,,,fireworks_tower_lvl7,,,,,,,1,,1,9,9,,,,alliance_castle_upg,fireworks_tower_lvl7_upgrade,,,,,,,,,,,,,,,,,,,,,,,,,,1110,21,,,,,,,,280,,,,,,,,Air Defence Attack,,,,Air Defence hit3,Firework7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,fireworks_tower_lvl8,,,,,,,1,,1,10,10,,,,alliance_castle_upg,fireworks_tower_lvl8_upgrade,,,,,,,,,,,,,,,,,,,,,,,,,,1170,21,,,,,,,,320,,,,,,,,Air Defence Attack,,,,Air Defence hit3,Firework8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,fireworks_tower_lvl9,,,,,,,1,,1,11,11,,,,alliance_castle_upg,fireworks_tower_lvl9_upgrade,,,,,,,,,,,,,,,,,,,,,,,,,,1230,21,,,,,,,,360,,,,,,,,Air Defence Attack,,,,Air Defence hit3,Firework9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mortar,TID_BUILDING_MORTAR,TID_MORTAR_INFO,Defense,,,sc/buildings.sc,mortar_lvl1,,mortar_const,,,,,1,Gold,1,3,3,3,3,,mortar_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,400,20,1100,true,1100,,5000,5000,,4,,,,,,Building Destroyed,,Mortar Attack,,,,Mortar Hit,Mortar Ammo1,Mortar Ammo1,rockWood_destructed_tiles3,2,2,,mortar_base,false,true,false,true,,,,,400,150,100,,,,,Mortar Pickup,Mortar Placing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,500,,,,,,,,,,,,,,,,,,,,,,,Multi Mortar,7,Gold,,,TID_GEAR_UP_MORTAR
,,,,,,,mortar_lvl2,,,,,,,1,,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,21,,,,,,,,5,,,,,,,,Mortar Attack,,,,Mortar Hit,Mortar Ammo2,Mortar Ammo2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,mortar_lvl3,,,,,,,1,,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,22,,,,,,,,6,,,,,,,,Mortar Attack,,,,Mortar Hit,Mortar Ammo3,Mortar Ammo3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,mortar_lvl4,,,,,,,1,,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,23,,,,,,,,7,,,,,,,,Mortar Attack,,,,Mortar Hit,Mortar Ammo4,Mortar Ammo4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,mortar_lvl5,,,,,,,1,,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,24,,,,,,,,8,,,,,,,,Mortar Attack,,,,Mortar Hit,Mortar Ammo5,Mortar Ammo5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,mortar_lvl6,,,,,,,1,,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,25,,,,,,,,9,,,,,,,,Mortar Attack,,,,Mortar Hit lvl6,Mortar Ammo6,Mortar Ammo6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,mortar_lvl7,,,,,,,1,,1,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,26,,,,,,,,11,,,,,,,,Mortar Attack,,,,Mortar Hit lvl6,Mortar Ammo6,Mortar Ammo6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,mortar_lvl8,,,,,,,1,,1,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,26,,,,,,,,14,,,,,,,,Mortar Attack,,,,Mortar Hit lvl8,Mortar Ammo8,Mortar Ammo8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000,20160,
,,,,,,,mortar_lvl9,,,,,,,1,,1,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,27,,,,,,,,17,,,,,,,,Mortar Attack,,,,Mortar Hit lvl8,Mortar Ammo9,Mortar Ammo9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,mortar_lvl10,,,,,,,1,,1,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,27,,,,,,,,20,,,,,,,,Mortar Attack,,,,Mortar Hit lvl8,Mortar Ammo10,Mortar Ammo10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance Castle,TID_BUILDING_ALLIANCE_CASTLE,TID_ALLIANCE_CASTLE_INFO,Army,Resource,,sc/buildings.sc,alliance_castle_lvl1,,generic_construction_state3,alliance_castle_lvl1_broken,,,,,Gold,1,3,3,3,3,,alliance_castle_upg,,,,,75000,75000,500,,,,,,TRUE,true,,10,0,,,,,,,,,,1000,27,,,,,,,,,,,,,,Building Destroyed,,,,,,,,,alliance_castle_lvl1_broken,2,2,,alliance_castle_base,,,,,,,,,,,,,,,,Alliance Castle Pickup,Alliance Castle Placing,true,,,,,,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,alliance_castle_lvl2,,,,,,,1,,1,4,4,,,,,,,,,250000,250000,1000,,,,,,,,,15,0,,,,,,,,,,1400,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,alliance_castle_lvl3,,,,,,,1,,1,6,6,,,,,,,,,700000,700000,2500,,,,,,,,,20,0,,,,,,,,,,2000,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,alliance_castle_lvl4,,,,,,,1,,1,8,8,,,,,,,,,1000000,1000000,4000,,,,,,,,,25,1,,,,,,,,,,2600,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,alliance_castle_lvl5,,,,,,,1,,1,9,9,,,,,,,,,1600000,1600000,8000,,,,,,,,,30,1,,,,,,,,,,3000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,alliance_castle_lvl6,,,,,,,1,,1,10,10,,,,,,,,,2000000,2000000,10000,,,,,,,,,35,1,,,,,,,,,,3400,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,alliance_castle_lvl7,,,,,,,1,,1,11,11,,,,,,,,,2400000,2400000,12000,,,,,,,,,35,2,,,,,,,,,,4000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worker Building,TID_WORKER_BUILDING,TID_WORKER_INFO,Worker,,,sc/buildings.sc,worker_building,,worker_building_const,,,,,1,Diamonds,1,1,1,2,2,,worker_building_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,250,20,,,,,,,,,,,,,,Building Destroyed,,,,,,,,,rockWood_destructed_tiles2,1,1,,worker_building_base,,,,,,,,,,,,,,,,Worker Building Pickup,Worker Building Placing,true,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communications mast,TID_COMM_MAST,TID_COMM_MAST,Npc,,,sc/buildings.sc,comm_mast_lvl1,,generic_construction_state3,,,,,1,Gold,1,1,1,2,2,,comm_mast_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,250,30,,,,,,,,,,,,,,Building Destroyed,,,,,,,,,comm_mast_lvl1_broken,1,1,,comm_mast_base,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goblin main building,,,Npc,Resource,,sc/buildings.sc,goblin_townhall_lvl1,,,,,,,1,Gold,0,,,4,4,,generic_upgrade_state3,,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,750,30,,,,,,,,,,,,,,Building Destroyed,,,,,,,,,town_hall_broken,3,3,,goblin_townhall_base,,,,,,,,,,,,,,,,Town Hall Pickup,Town Hall Placing,true,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goblin hut,,,Npc,,,sc/buildings.sc,goblin_hut_lvl1,,,,,,,1,Elixir,1,1,1,2,2,,generic_upgrade_state2,,,,,,,,,,,,,,,,20,,,,,,,,,,,250,30,,,,,,,,,,,,,,Building Destroyed,,,,,,,,,rockWood_destructed_tiles3,2,2,,goblin_hut_base,,,,,,,,,,,,,,,,Troop Housing Pickup,Troop Housing Placing,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tesla Tower,TID_BUILDING_TESLA_TOWER,TID_TESLA_TOWER_INFO,Defense,,,sc/buildings.sc,teslatower_lvl1_setup,,teslatower_const,,,,,1,Gold,1,7,7,2,2,,teslatower_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,600,20,700,,,,600,,,34,,,,,,Building Destroyed,,Tesla Attack_1,,,,Tesla Hit,,,wood_destructed_tiles2,1,1,-1,,true,true,,,,,,,,,,,,,,Tesla Pickup,Tesla Placing,,,,,,,,,true,,,600,teslatower_lvl1,Tesla Appear,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,teslatower_lvl2_setup,,,,,,,1,,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,21,,,,,,,,40,,,,,,,,Tesla Attack_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teslatower_lvl2,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,teslatower_lvl3_setup,,,,,,,1,,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,22,,,,,,,,48,,,,,,,,Tesla Attack_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teslatower_lvl3,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,teslatower_lvl4_setup,,,,,,,1,,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,23,,,,,,,,55,,,,,,,,Tesla Attack_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teslatower_lvl4,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,teslatower_lvl5_setup,,,,,,,1,,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,24,,,,,,,,64,,,,,,,,Tesla Attack_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teslatower_lvl5,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,teslatower_lvl6_setup,,,,,,,1,,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,25,,,,,,,,75,,,,,,,,Tesla Attack_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teslatower_lvl6,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,teslatower_lvl7_setup,,,,,,,1,,1,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,25,,,,,,,,87,,,,,,,,Tesla Attack_4,Tesla Attack_4_Secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teslatower_lvl7,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,teslatower_lvl8_setup,,,,,,,1,,1,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,25,,,,,,,,99,,,,,,,,Tesla Attack_4,Tesla Attack_8_Secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teslatower_lvl8,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,teslatower_lvl9_setup,,,,,,,1,,1,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,25,,,,,,,,110,,,,,,,,Tesla Attack_4,Tesla Attack_9_Secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teslatower_lvl9,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell Forge,TID_BUILDING_SPELL_FORGE,TID_SPELL_FORGE_INFO,Army,,,sc/buildings.sc,spell_factory_lvl1,,spell_factory_const,,,,,1,Elixir,1,5,5,3,3,,spell_factory_upg,,,,,,,,,,,,,,,,2,,,,,,2,,1,5,,425,15,,,,,,,,,,,,,,Building Destroyed,,,,,,,,,rockWood_destructed_tiles3,2,2,,goldmine_base,,,,,,,,,,,,,,,,Spell Factory Pickup,Spell Factory Place,true,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,spell_factory_lvl2,,,,,,,1,,1,6,6,,,,,,,,,,,,,,,,,,,,4,,,,,,4,,,,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,goldmine_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,spell_factory_lvl3,,,,,,,1,,1,7,7,,,,,,,,,,,,,,,,,,,,6,,,,,,6,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,goldmine_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,spell_factory_lvl4,,,,,,,1,,1,9,9,,,,,,,,,,,,,,,,,,,,8,,,,,,8,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,spellforge_lvl4_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,spell_factory_lvl5,,,,,,,1,,1,10,10,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,spellforge_lvl4_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bow,TID_BUILDING_BOW,TID_BOW_INFO,Defense,,,sc/buildings.sc,rapidfire_turret_lvl1,,tower_turret_const,,,,,1,Gold,1,9,9,3,3,,alliance_castle_upg,rapidfire_turret_lvl1_upgrade,,,,,,,,,,,,,,,,,,,,,,,,,,1500,20,1400,true,1100,,128,,,50,,,,,true,Building Destroyed,,Rapidfire bow attack,,,,Generic Hit,Rapidfire arrow,Rapidfire arrow,rockWood_destructed_tiles3,2,2,,rapidfire_base,false,true,true,true,,1500,Elixir,16000,,,,,Bow Load,Bow No Ammo,Bow Target,Bow Pickup,Bow Placing,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,rapidfire_turret_lvl2,,,,,,,1,,1,9,9,,,,alliance_castle_upg,rapidfire_turret_lvl2_upgrade,,,,,,,,,,,,,,,,,,,,,,,,,,1900,21,,,,,,,,70,,,,,,,,,,,,,Rapidfire arrow lvl2,Rapidfire arrow lvl2,,,,,,,,,,,,,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,rapidfire_turret_lvl3,,,,,,,1,,1,9,9,,,,alliance_castle_upg,rapidfire_turret_lvl3_upgrade,,,,,,,,,,,,,,,,,,,,,,,,,,2300,22,,,,,,,,90,,,,,,,,,,,,,Rapidfire arrow lvl3,Rapidfire arrow lvl3,,,,,,,,,,,,,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,rapidfire_turret_lvl4,,,,,,,1,,1,10,10,,,,alliance_castle_upg,rapidfire_turret_lvl4_upgrade,,,,,,,,,,,,,,,,,,,,,,,,,,2700,22,,,,,,,,100,,,,,,,,,,,,,Rapidfire arrow lvl4,Rapidfire arrow lvl4,,,,,,,,,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,rapidfire_turret_lvl5,,,,,,,1,,1,11,11,,,,alliance_castle_upg,rapidfire_turret_lvl5_upgrade,,,,,,,,,,,,,,,,,,,,,,,,,,3100,22,,,,,,,,110,,,,,,,,,,,,,Rapidfire arrow lvl5,Rapidfire arrow lvl5,,,,,,,,,,,,,26000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hero Altar Barbarian King,TID_BARBARIAN_KING,TID_BARBARIAN_KING_INFO,Army,,,sc/buildings.sc,heroaltar_barbarian_king_lvl1,,heroaltar_barbarian_king_const,,,,,,DarkElixir,1,7,7,3,3,,heroaltar_barbarian_king_upg,,,,,,,,,,,,,,,,,,,,,,,,,5,,250,,,,,,,,,,,,,,,Building Destroyed,,,,,,,,,rockWood_destructed_tiles3,2,2,,heroaltar_base,,,,,,,,,,,,,,,,Hero Altar Pickup,Hero Altar Place,true,,,,,,,,,,,,,,,,true,Barbarian King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark Elixir Pump,TID_BUILDING_DARK_ELIXIR_PUMP,TID_DARK_ELIXIR_PUMP_INFO,Resource,,,sc/buildings.sc,darkelixir_pump_lvl1,,darkelixir_pump_const,,,,,1,Elixir,1,1,1,3,3,,darkelixir_pump_upg,,,,,,,,,,,,,,,,,,DarkElixir,2000,160,1,,,,7,,800,15,,,,,,,,,,,,,,Building Destroyed,,,,,,,,,rockWood_destructed_tiles3,2,2,,dark_elixir_pump_base,,,,,,,,,,,,,,,,Dark Elixir Drill Pickup,Dark Elixir Drill Place,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,darkelixir_pump_lvl2,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,3000,300,1,,,,10,,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,darkelixir_pump_lvl3,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,4500,540,1,,,,15,,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,darkelixir_pump_lvl4,,,,,,,1,,1,9,9,,,,,,,,,,,,,,,,,,,,,,,6000,840,2,,,,20,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
